ENDEKSA_IL,ENDEKSA_IL_AD,ENDEKSA_ILCE,ENDEKSA_ILCE_AD,LATLOT,SLUG
45,Manisa,1489,Kula,[28.6442803002932, 38.5691550328013],manisa-kula
45,Manisa,1590,Salihli,[28.1893375377779, 38.5562880990774],manisa-salihli
45,Manisa,1600,Sarıgöl,[28.7084263203478, 38.2198005427415],manisa-sarigol
45,Manisa,1606,Saruhanlı,[27.6353853127072, 38.7630055646994],manisa-saruhanli
45,Manisa,1613,Selendi,[28.8711620132706, 38.7909304188493],manisa-selendi
45,Manisa,1634,Soma,[27.5946207733442, 39.2467403080847],manisa-soma
45,Manisa,1689,Turgutlu,[27.7697367862132, 38.4833812558028],manisa-turgutlu
45,Manisa,1751,Ahmetli,[27.9138726742665, 38.5344846087629],manisa-ahmetli
45,Manisa,1793,Gölmarmara,[27.951983381193, 38.6985244430876],manisa-golmarmara
45,Manisa,1965,Köprübaşı,[28.419876739987, 38.7668600088951],manisa-koprubasi
45,Manisa,2086,Şehzadeler,[27.5071362596791, 38.6380462751111],manisa-sehzadeler
45,Manisa,2087,Yunusemre,[27.3059831055917, 38.7458453830377],manisa-yunusemre
46,Kahramanmaraş,1107,Afşin,[36.8706241048923, 38.351672853041],kahramanmaras-afsin
46,Kahramanmaraş,1136,Andırın,[36.3786295794725, 37.6051457862704],kahramanmaras-andirin
46,Kahramanmaraş,1299,Elbistan,[37.3356182097972, 38.2785438123576],kahramanmaras-elbistan
46,Kahramanmaraş,1353,Göksun,[36.5602948618626, 38.0656936612465],kahramanmaras-goksun
46,Kahramanmaraş,1570,Pazarcık,[37.3173651297911, 37.4508513249771],kahramanmaras-pazarcik
46,Kahramanmaraş,1694,Türkoğlu,[36.817551219463, 37.3488754272773],kahramanmaras-turkoglu
46,Kahramanmaraş,1785,Çağlayancerit,[37.3360794070567, 37.7848370926703],kahramanmaras-caglayancerit
46,Kahramanmaraş,1919,Ekinözü,[37.1134561901553, 38.0048064039129],kahramanmaras-ekinozu
46,Kahramanmaraş,1975,Nurhak,[37.4015256768705, 37.9812033785893],kahramanmaras-nurhak
46,Kahramanmaraş,2084,Dulkadiroğlu,[37.0716029698172, 37.6178638909349],kahramanmaras-dulkadiroglu
46,Kahramanmaraş,2085,Onikişubat,[36.7248938519531, 37.7126895656238],kahramanmaras-onikisubat
46,Kahramanmaraş,9954,Kahramanmaraş Il Geneli,,Kahramanmaraş Il Geneli
47,Mardin,1273,Derik,[40.15520823751, 37.3327859338845],mardin-derik
47,Mardin,1474,Kızıltepe,[40.4536681444399, 37.1327048740693],mardin-kiziltepe
47,Mardin,1519,Mazıdağı,[40.4481693738988, 37.4699909236567],mardin-mazidagi
47,Mardin,1526,Midyat,[41.3563178790455, 37.3902504624944],mardin-midyat
47,Mardin,1547,Nusaybin,[41.326753335319, 37.1817317836525],mardin-nusaybin
47,Mardin,1564,Ömerli,[40.9925906416002, 37.3765684851202],mardin-omerli
47,Mardin,1609,Savur,[40.8755879113085, 37.5843554706587],mardin-savur
47,Mardin,1787,Dargeçit,[41.746539988633, 37.5431937175695],mardin-dargecit
47,Mardin,2002,Yeşilli,[40.854336861993, 37.3171600149779],mardin-yesilli
47,Mardin,2088,Artuklu,[40.7592473412595, 37.3021589266181],mardin-artuklu
48,Muğla,1197,Bodrum,[27.5018457673706, 37.0615739193314],mugla-bodrum
48,Muğla,1266,Datça,[27.66480548425, 36.7400027560899],mugla-datca
48,Muğla,1331,Fethiye,[29.1483500364644, 36.7011844243011],mugla-fethiye
48,Muğla,1488,Köyceğiz,[28.7351239419393, 36.9783250711458],mugla-koycegiz
48,Muğla,1517,Marmaris,[28.2029167407074, 36.8283858933691],mugla-marmaris
48,Muğla,1528,Milas,[27.7443760469375, 37.2793088390251],mugla-milas
48,Muğla,1695,Ula,[28.5021734476965, 37.073937795617],mugla-ula
48,Muğla,1719,Yatağan,[28.1051141748411, 37.3484723215357],mugla-yatagan
48,Muğla,1742,Dalaman,[28.9339777415084, 36.8314819152368],mugla-dalaman
48,Muğla,1831,Ortaca,[28.7017741911872, 36.8050097001737],mugla-ortaca
48,Muğla,1958,Kavaklıdere,[28.3683091886115, 37.4481569527168],mugla-kavaklidere
48,Muğla,2089,Menteşe,[28.4236501910441, 37.2266086881726],mugla-mentese
48,Muğla,2090,Seydikemer,[29.4647952030214, 36.6756588909407],mugla-seydikemer
49,Muş,1213,Bulanık,[42.1397588030935, 39.0679365963098],mus-bulanik
49,Muş,1510,Malazgirt,[42.4782453577158, 39.2280200308225],mus-malazgirt
49,Muş,1534,Muş Merkez,[41.4765653438604, 38.8305247505593],mus-mus-merkez
49,Muş,1711,Varto,[41.4482374973686, 39.1787787271053],mus-varto
49,Muş,1801,Hasköy,[41.7561978991834, 38.6458911081553],mus-haskoy
49,Muş,1964,Korkut,[41.9201795748254, 38.7662810379329],mus-korkut
50,Nevşehir,1155,Avanos,[34.8770151136, 38.8825197178818],nevsehir-avanos
50,Nevşehir,1274,Derinkuyu,[34.6880331620335, 38.3966228054377],nevsehir-derinkuyu
50,Nevşehir,1367,Gülşehir,[34.4678470611854, 38.7683231775339],nevsehir-gulsehir
50,Nevşehir,1374,Hacıbektaş,[34.61831814674, 38.9862709328766],nevsehir-hacibektas
50,Nevşehir,1485,Kozaklı,[34.7990330360603, 39.20612128785],nevsehir-kozakli
50,Nevşehir,1543,Nevşehir Merkez,[34.6950559468634, 38.5884037772934],nevsehir-nevsehir-merkez
50,Nevşehir,1707,Ürgüp,[34.9692666324333, 38.5860212847325],nevsehir-urgup
50,Nevşehir,1749,Acıgöl,[34.4887469030745, 38.5476690168438],nevsehir-acigol
51,Niğde,1201,Bor,[34.4768374063191, 37.8535567941033],nigde-bor
51,Niğde,1225,Çamardı,[35.0170704868169, 37.8468006833763],nigde-camardi
51,Niğde,1544,Niğde Merkez,[34.8073549446452, 38.1266358483238],nigde-nigde-merkez
51,Niğde,1700,Ulukışla,[34.5909390608884, 37.5557804948875],nigde-ulukisla
51,Niğde,1876,Altunhisar,[34.2713321272278, 38.0391964177385],nigde-altunhisar
51,Niğde,1904,Çiftlik,[34.4704330539922, 38.1701838165581],nigde-ciftlik
52,Ordu,1119,Akkuş,[36.9439054896164, 40.8208586816557],ordu-akkus
52,Ordu,1158,Aybastı,[37.3858040168919, 40.6420570889006],ordu-aybasti
52,Ordu,1328,Fatsa,[37.4950383598336, 40.9706088837389],ordu-fatsa
52,Ordu,1358,Gölköy,[37.5911154175239, 40.6672587091521],ordu-golkoy
52,Ordu,1482,Korgan,[37.2984970210505, 40.7507474788008],ordu-korgan
52,Ordu,1493,Kumru,[37.2391461005822, 40.8507251598003],ordu-kumru
52,Ordu,1525,Mesudiye,[37.7755793093187, 40.5131790509162],ordu-mesudiye
52,Ordu,1573,Perşembe,[37.7131000473382, 41.0380378820551],ordu-persembe
52,Ordu,1696,Ulubey,[37.7596194677422, 40.8140548824416],ordu-ulubey
52,Ordu,1706,Ünye,[37.2264095177848, 41.0175950553081],ordu-unye
52,Ordu,1795,Gülyalı,[38.049913604063, 40.9439548817057],ordu-gulyali
52,Ordu,1797,Gürgentepe,[37.5794138486638, 40.8152501390506],ordu-gurgentepe
52,Ordu,1891,Çamaş,[37.5330554194889, 40.8934411160566],ordu-camas
52,Ordu,1897,Çatalpınar,[37.4491464226062, 40.8585681189497],ordu-catalpinar
52,Ordu,1900,Çaybaşı,[37.049147843382, 40.9773585226153],ordu-caybasi
52,Ordu,1947,İkizce,[37.0077659936861, 41.0204384213068],ordu-ikizce
52,Ordu,1950,Kabadüz,[37.9453763200341, 40.6845721752207],ordu-kabaduz
52,Ordu,1951,Kabataş,[37.4399925016291, 40.7495767615763],ordu-kabatas
52,Ordu,2103,Altınordu,[37.8818473512315, 40.9086188656242],ordu-altinordu
53,Rize,1146,Ardeşen,[41.1255802979472, 41.1298431336242],rize-ardesen
53,Rize,1228,Çamlıhemşin,[41.0368995133287, 40.9178731416466],rize-camlihemsin
53,Rize,1241,Çayeli,[40.7649226672685, 40.9701016540702],rize-cayeli
53,Rize,1332,Fındıklı,[41.2471481610971, 41.1890398942014],rize-findikli
53,Rize,1405,İkizdere,[40.6428925626136, 40.6921443499589],rize-ikizdere
53,Rize,1428,Kalkandere,[40.4781889997984, 40.8966603772448],rize-kalkandere
53,Rize,1569,Pazar,[40.9027693796882, 41.1270227509434],rize-pazar
53,Rize,1586,Rize Merkez,[40.5609856641931, 40.9489802899716],rize-rize-merkez
53,Rize,1796,Güneysu,[40.656472498498, 40.9369713869727],rize-guneysu
53,Rize,1908,Derepazarı,[40.4272663971352, 41.0037578160112],rize-derepazari
53,Rize,1943,Hemşin,[40.8853986684949, 40.9979977829219],rize-hemsin
53,Rize,1949,İyidere,[40.3726239493427, 40.9911427064514],rize-iyidere
54,Sakarya,1123,Akyazı,[30.689354854466, 40.621655595361],sakarya-akyazi
54,Sakarya,1351,Geyve,[30.3070122548635, 40.4880353803745],sakarya-geyve
54,Sakarya,1391,Hendek,[30.744751396213, 40.7911631522465],sakarya-hendek
54,Sakarya,1442,Karasu,[30.6527992829427, 41.0358492382386],sakarya-karasu
54,Sakarya,1453,Kaynarca,[30.3560821030838, 41.0554245705105],sakarya-kaynarca
54,Sakarya,1595,Sapanca,[30.2332902871232, 40.6627918410316],sakarya-sapanca
54,Sakarya,1818,Kocaali,[30.8661302681805, 40.997175491151],sakarya-kocaali
54,Sakarya,1833,Pamukova,[30.095564721837, 40.5270551049691],sakarya-pamukova
54,Sakarya,1847,Taraklı,[30.516670873196, 40.4141341996477],sakarya-tarakli
54,Sakarya,1925,Ferizli,[30.5045962162324, 40.9961871833692],sakarya-ferizli
54,Sakarya,1955,Karapürçek,[30.5140627526938, 40.6113684428121],sakarya-karapurcek
54,Sakarya,1986,Söğütlü,[30.4810254825968, 40.9077194006413],sakarya-sogutlu
54,Sakarya,2068,Adapazarı,[30.3984425204052, 40.8483385414779],sakarya-adapazari
54,Sakarya,2069,Arifiye,[30.3757232626231, 40.6890451070795],sakarya-arifiye
54,Sakarya,2070,Erenler,[30.4620339699075, 40.7023079980779],sakarya-erenler
54,Sakarya,2071,Serdivan,[30.3017436970052, 40.7798812490782],sakarya-serdivan
55,Samsun,1125,Alaçam,[35.5780846555173, 41.516645899126],samsun-alacam
55,Samsun,1164,Bafra,[35.8257936504217, 41.4696802472718],samsun-bafra
55,Samsun,1234,Çarşamba,[36.6535778050907, 41.1838645488933],samsun-carsamba
55,Samsun,1386,Havza,[35.717901561299, 41.075594878504],samsun-havza
55,Samsun,1452,Kavak,[36.0225649742204, 41.1167360029851],samsun-kavak
55,Samsun,1501,Ladik,[35.9614849578239, 40.9258803320784],samsun-ladik
55,Samsun,1676,Terme,[36.9403314447052, 41.1855825538929],samsun-terme
55,Samsun,1712,Vezirköprü,[35.3034288745398, 41.1811555379004],samsun-vezirkopru
55,Samsun,1763,Asarcık,[36.2827314797148, 41.0217728832196],samsun-asarcik
55,Samsun,1830,19 Mayıs,[36.0497177722607, 41.468490757027],samsun-19-mayis
55,Samsun,1838,Salıpazarı,[36.8130416549253, 41.0250500999999],samsun-salipazari
55,Samsun,1849,Tekkeköy,[36.4676131713939, 41.1526706672175],samsun-tekkekoy
55,Samsun,1879,Ayvacık,[36.57249151227, 40.9614086962614],samsun-ayvacik
55,Samsun,1993,Yakakent,[35.417160311162, 41.5882621482218],samsun-yakakent
55,Samsun,2072,Atakum,[36.1098446928238, 41.330747952511],samsun-atakum
55,Samsun,2073,Canik,[36.3017226625243, 41.1646974393615],samsun-canik
55,Samsun,2074,İlkadım,[36.2284871982359, 41.2426904303615],samsun-ilkadim
56,Siirt,1179,Baykan,[41.7693686023231, 38.1359391625321],siirt-baykan
56,Siirt,1317,Eruh,[42.1729100263867, 37.737250275144],siirt-eruh
56,Siirt,1495,Kurtalan,[41.6381356077855, 37.9261538663899],siirt-kurtalan
56,Siirt,1575,Pervari,[42.5679945126092, 37.8630172701906],siirt-pervari
56,Siirt,1620,Siirt Merkez,[41.9198964011896, 37.8884458284902],siirt-siirt-merkez
56,Siirt,1662,Şirvan,[42.1531759877483, 38.0816069520115],siirt-sirvan
56,Siirt,1878,Tillo,[42.0450584081086, 37.9499504438397],siirt-tillo
57,Sinop,1156,Ayancık,[34.5911444069898, 41.822587305244],sinop-ayancik
57,Sinop,1204,Boyabat,[34.7267417458117, 41.5088929384259],sinop-boyabat
57,Sinop,1290,Durağan,[35.1858416396197, 41.400330261964],sinop-duragan
57,Sinop,1314,Erfelek,[34.8683928070099, 41.869194711306],sinop-erfelek
57,Sinop,1349,Gerze,[35.0793828613864, 41.7245738597288],sinop-gerze
57,Sinop,1627,Sinop Merkez,[35.0595856936504, 41.8822955],sinop-sinop-merkez
57,Sinop,1693,Türkeli,[34.3431870401978, 41.8661354342555],sinop-turkeli
57,Sinop,1910,Dikmen,[35.2459863993814, 41.5855976251242],sinop-dikmen
57,Sinop,1981,Saraydüzü,[34.8040686194363, 41.3013561156859],sinop-sarayduzu
58,Sivas,1282,Divriği,[38.0495361757977, 39.3665169661702],sivas-divrigi
58,Sivas,1342,Gemerek,[36.0858582883322, 39.2837686071549],sivas-gemerek
58,Sivas,1373,Gürün,[37.1582369434716, 38.7786480400984],sivas-gurun
58,Sivas,1376,Hafik,[37.3840085292114, 39.9019582885374],sivas-hafik
58,Sivas,1407,İmranlı,[38.1942067695859, 39.8068216963371],sivas-imranli
58,Sivas,1431,Kangal,[37.3889993483804, 39.1748663242087],sivas-kangal
58,Sivas,1484,Koyulhisar,[37.8869692453302, 40.3188044648134],sivas-koyulhisar
58,Sivas,1628,Sivas Merkez,[36.9907368221819, 39.7364562714062],sivas-sivas-merkez
58,Sivas,1646,Suşehri,[38.1100567606662, 40.14801150695],sivas-susehri
58,Sivas,1650,Şarkışla,[36.3868458998941, 39.3970135130026],sivas-sarkisla
58,Sivas,1731,Yıldızeli,[36.5171757727032, 39.8637093968241],sivas-yildizeli
58,Sivas,1738,Zara,[37.770375005812, 39.8221076400365],sivas-zara
58,Sivas,1870,Akıncılar,[38.3790738308026, 40.0564605411502],sivas-akincilar
58,Sivas,1875,Altınyayla,[36.7754209256647, 39.2577524903433],sivas-altinyayla
58,Sivas,1913,Doğanşar,[37.5615720180816, 40.1519918465681],sivas-dogansar
58,Sivas,1927,Gölova,[38.6057979163868, 40.0478191069548],sivas-golova
58,Sivas,1991,Ulaş,[37.1206546939322, 39.4143221803444],sivas-ulas
59,Tekirdağ,1250,Çerkezköy,[27.979273027548, 41.2651984973984],tekirdag-cerkezkoy
59,Tekirdağ,1258,Çorlu,[27.8079483597059, 41.1247223796378],tekirdag-corlu
59,Tekirdağ,1388,Hayrabolu,[27.1028986553226, 41.1807401761045],tekirdag-hayrabolu
59,Tekirdağ,1511,Malkara,[26.931276539002, 40.9049349994503],tekirdag-malkara
59,Tekirdağ,1538,Muratlı,[27.5017543354499, 41.166309727478],tekirdag-muratli
59,Tekirdağ,1596,Saray,[27.904469583654, 41.4491554996674],tekirdag-saray
59,Tekirdağ,1652,Şarköy,[27.1280365024792, 40.6861638287394],tekirdag-sarkoy
59,Tekirdağ,1825,Marmaraereğlisi,[27.8929519299162, 41.028175241514],tekirdag-marmaraereglisi
59,Tekirdağ,2094,Ergene,[27.7418134671691, 41.2635966153018],tekirdag-ergene
59,Tekirdağ,2095,Kapaklı,[28.01717926803, 41.3342395],tekirdag-kapakli
59,Tekirdağ,2096,Süleymanpaşa,[27.361047261288, 40.9755839052847],tekirdag-suleymanpasa
60,Tokat,1129,Almus,[37.0424051210112, 40.2946300719689],tokat-almus
60,Tokat,1151,Artova,[36.2590583257592, 40.1246986090427],tokat-artova
60,Tokat,1308,Erbaa,[36.5831860663933, 40.7102858450644],tokat-erbaa
60,Tokat,1545,Niksar,[36.9703458092626, 40.5885168138115],tokat-niksar
60,Tokat,1584,Reşadiye,[37.3861351471707, 40.4232305101363],tokat-resadiye
60,Tokat,1679,Tokat Merkez,[36.5744321750854, 40.2871422808258],tokat-tokat-merkez
60,Tokat,1690,Turhal,[36.1647178986831, 40.4065118933109],tokat-turhal
60,Tokat,1740,Zile,[35.7823805648567, 40.2391105780966],tokat-zile
60,Tokat,1834,Pazar,[36.2425585793964, 40.2432506450499],tokat-pazar
60,Tokat,1858,Yeşilyurt,[36.2308887264553, 39.9939486779405],tokat-yesilyurt
60,Tokat,1883,Başçiftlik,[37.1448344736114, 40.541447783775],tokat-basciftlik
60,Tokat,1987,Sulusaray,[36.0473234072643, 39.9956696529559],tokat-sulusaray
61,Trabzon,1113,Akçaabat,[39.5160262176009, 40.9563358405609],trabzon-akcaabat
61,Trabzon,1141,Araklı,[39.9605141087272, 40.7266275892588],trabzon-arakli
61,Trabzon,1150,Arsin,[39.9282930273486, 40.866003489866],trabzon-arsin
61,Trabzon,1244,Çaykara,[40.2790818029257, 40.6316834491445],trabzon-caykara
61,Trabzon,1507,Maçka,[39.5793047679251, 40.7433097127554],trabzon-macka
61,Trabzon,1548,Of,[40.3131603166182, 40.883662999951],trabzon-of
61,Trabzon,1647,Sürmene,[40.059293059953, 40.784639],trabzon-surmene
61,Trabzon,1681,Tonya,[39.2819640850827, 40.8528935256045],trabzon-tonya
61,Trabzon,1709,Vakfıkebir,[39.3239661306937, 40.9975423650358],trabzon-vakfikebir
61,Trabzon,1732,Yomra,[39.836061201455, 40.8505414226255],trabzon-yomra
61,Trabzon,1775,Beşikdüzü,[39.1991130089444, 41.0131758430908],trabzon-besikduzu
61,Trabzon,1842,Şalpazarı,[39.1881987094717, 40.8596405908355],trabzon-salpazari
61,Trabzon,1896,Çarşıbaşı,[39.4042759969467, 41.0347430137229],trabzon-carsibasi
61,Trabzon,1909,Dernekpazarı,[40.2212173397062, 40.7804145200645],trabzon-dernekpazari
61,Trabzon,1917,Düzköy,[39.3824058901894, 40.8380783322783],trabzon-duzkoy
61,Trabzon,1942,Hayrat,[40.4033692942018, 40.7565140795004],trabzon-hayrat
61,Trabzon,1966,Köprübaşı,[40.1126938350649, 40.7102856194085],trabzon-koprubasi
61,Trabzon,2097,Ortahisar,[39.7315787706871, 40.927612796786],trabzon-ortahisar
62,Tunceli,1247,Çemişgezek,[38.895523401918, 39.0377449536228],tunceli-cemisgezek
62,Tunceli,1397,Hozat,[39.1685362594466, 39.1281085085841],tunceli-hozat
62,Tunceli,1518,Mazgirt,[39.7132238008269, 38.9573733236096],tunceli-mazgirt
62,Tunceli,1541,Nazımiye,[39.8551056472733, 39.2207867455691],tunceli-nazimiye
62,Tunceli,1562,Ovacık,[39.2659336876511, 39.3571557621369],tunceli-ovacik
62,Tunceli,1574,Pertek,[39.3249595991228, 38.9087191358532],tunceli-pertek
62,Tunceli,1581,Pülümür,[39.9999276836339, 39.4645354476521],tunceli-pulumur
62,Tunceli,1688,Tunceli Merkez,[39.548902117208, 39.1614021305255],tunceli-tunceli-merkez
63,Şanlıurfa,1115,Akçakale,[38.9323245314038, 36.7881548947479],sanliurfa-akcakale
63,Şanlıurfa,1194,Birecik,[38.0943543612331, 37.0695682405278],sanliurfa-birecik
63,Şanlıurfa,1209,Bozova,[38.3785494894035, 37.3253534264512],sanliurfa-bozova
63,Şanlıurfa,1220,Ceylanpınar,[39.843818364231, 36.9290302199486],sanliurfa-ceylanpinar
63,Şanlıurfa,1378,Halfeti,[38.0055754101549, 37.2770350625943],sanliurfa-halfeti
63,Şanlıurfa,1393,Hilvan,[38.9475711392324, 37.5535285822905],sanliurfa-hilvan
63,Şanlıurfa,1630,Siverek,[39.3907078332229, 37.6641166998497],sanliurfa-siverek
63,Şanlıurfa,1643,Suruç,[38.3874703868968, 36.9842228992547],sanliurfa-suruc
63,Şanlıurfa,1713,Viranşehir,[39.7413011558277, 37.2601046906497],sanliurfa-viransehir
63,Şanlıurfa,1800,Harran,[39.206960126568, 36.8393321796712],sanliurfa-harran
63,Şanlıurfa,2091,Eyyübiye,[38.9806824031295, 37.0073883527557],sanliurfa-eyyubiye
63,Şanlıurfa,2092,Haliliye,[39.1412808040958, 37.2187584597241],sanliurfa-haliliye
63,Şanlıurfa,2093,Karaköprü,[38.6833924377737, 37.3111790964097],sanliurfa-karakopru
64,Uşak,1170,Banaz,[29.7616806489844, 38.7724406376834],usak-banaz
64,Uşak,1323,Eşme,[28.9733615539835, 38.4211739016],usak-esme
64,Uşak,1436,Karahallı,[29.5264710276141, 38.3515580989517],usak-karahalli
64,Uşak,1629,Sivaslı,[29.6557963832312, 38.5212274004189],usak-sivasli
64,Uşak,1697,Ulubey,[29.2607291245701, 38.4116901062811],usak-ulubey
64,Uşak,1704,Uşak Merkez,[29.2897380993374, 38.6870656507991],usak-usak-merkez
65,Van,1175,Başkale,[44.1101848092043, 38.0359195328189],van-baskale
65,Van,1236,Çatak,[43.0834362066849, 37.9752842248105],van-catak
65,Van,1309,Erciş,[43.3370783691438, 39.1151039531797],van-ercis
65,Van,1350,Gevaş,[42.9617516661701, 38.3752632443043],van-gevas
65,Van,1372,Gürpınar,[43.6151872868476, 38.1436813934055],van-gurpinar
65,Van,1533,Muradiye,[43.7282288728707, 38.9663281176805],van-muradiye
65,Van,1565,Özalp,[44.0146001156221, 38.7312871583714],van-ozalp
65,Van,1770,Bahçesaray,[42.8075003452824, 38.1076819379326],van-bahcesaray
65,Van,1786,Çaldıran,[43.9880212110749, 39.1255989709144],van-caldiran
65,Van,1918,Edremit,[43.2842533983884, 38.3954698362763],van-edremit
65,Van,1980,Saray,[44.1805812029114, 38.5140134510927],van-saray
65,Van,2098,İpekyolu,[43.6392995633398, 38.5983139954064],van-ipekyolu
65,Van,2099,Tuşba,[43.3164504346312, 38.6951891326523],van-tusba
66,Yozgat,1117,Akdağmadeni,[35.8729102907406, 39.7087015143684],yozgat-akdagmadeni
66,Yozgat,1198,Boğazlıyan,[35.2337603032184, 39.2245713202757],yozgat-bogazliyan
66,Yozgat,1242,Çayıralan,[35.69785362686, 39.3921387742088],yozgat-cayiralan
66,Yozgat,1245,Çekerek,[35.4971535011662, 40.0383516997366],yozgat-cekerek
66,Yozgat,1602,Sarıkaya,[35.4030155507752, 39.4984821013293],yozgat-sarikaya
66,Yozgat,1635,Sorgun,[35.2439238885322, 39.8094428168036],yozgat-sorgun
66,Yozgat,1655,Şefaatli,[34.7949176731892, 39.4817727786162],yozgat-sefaatli
66,Yozgat,1726,Yerköy,[34.4090968408836, 39.7481386424122],yozgat-yerkoy
66,Yozgat,1733,Yozgat Merkez,[34.7973072739153, 39.8144691640792],yozgat-yozgat-merkez
66,Yozgat,1877,Aydıncık,[35.270062165, 40.1597446899431],yozgat-aydincik
66,Yozgat,1895,Çandır,[35.5228578298604, 39.2522476369105],yozgat-candir
66,Yozgat,1952,Kadışehri,[35.8102594261375, 40.0051723523981],yozgat-kadisehri
66,Yozgat,1982,Saraykent,[35.5548879036942, 39.7495448452877],yozgat-saraykent
66,Yozgat,1998,Yenifakılı,[35.0215539394854, 39.2294179524723],yozgat-yenifakili
67,Zonguldak,1240,Çaycuma,[32.1148072662869, 41.4490050259602],zonguldak-caycuma
67,Zonguldak,1276,Devrek,[31.9444717716366, 41.1476702986572],zonguldak-devrek
67,Zonguldak,1313,Ereğli,[31.6145177910715, 41.2402088807122],zonguldak-eregli
67,Zonguldak,1741,Zonguldak Merkez,[31.8848542433032, 41.3787839947824],zonguldak-zonguldak-merkez
67,Zonguldak,1758,Alaplı,[31.4787449179317, 41.0911603048852],zonguldak-alapli
67,Zonguldak,1926,Gökçebey,[32.1893924966266, 41.313014628677],zonguldak-gokcebey
67,Zonguldak,2100,Kilimli,[31.9280271584629, 41.493491435198],zonguldak-kilimli
67,Zonguldak,2101,Kozlu,[31.7346030869635, 41.3524548662644],zonguldak-kozlu
68,Aksaray,1120,Aksaray Merkez,[33.9577488788958, 38.3972156385767],aksaray-aksaray-merkez
68,Aksaray,1557,Ortaköy,[34.0826405674448, 38.7659782981532],aksaray-ortakoy
68,Aksaray,1860,Ağaçören,[33.8793595199944, 38.8088146433402],aksaray-agacoren
68,Aksaray,1861,Güzelyurt,[34.3178332024142, 38.2764430265677],aksaray-guzelyurt
68,Aksaray,1866,Sarıyahşi,[33.8701652351741, 38.9742567645492],aksaray-sariyahsi
68,Aksaray,1921,Eskil,[33.4350146733962, 38.3674062763028],aksaray-eskil
68,Aksaray,1932,Gülağaç,[34.332273696633, 38.418148727584],aksaray-gulagac
68,Aksaray,9932,Aksaray Il Geneli,,Aksaray Il Geneli
69,Bayburt,1176,Bayburt Merkez,[40.2780883305093, 40.25478884235],bayburt-bayburt-merkez
69,Bayburt,1767,Aydıntepe,[40.1341587393954, 40.4531024795843],bayburt-aydintepe
69,Bayburt,1788,Demirözü,[39.8295048485512, 40.0876722674334],bayburt-demirozu
70,Karaman,1316,Ermenek,[32.8795535501765, 36.6184676161491],karaman-ermenek
70,Karaman,1439,Karaman Merkez,[33.2404528956871, 37.1665733486646],karaman-karaman-merkez
70,Karaman,1768,Ayrancı,[33.8555651083595, 37.2832519692043],karaman-ayranci
70,Karaman,1862,Kazımkarabekir,[32.922760813711, 37.2725804319069],karaman-kazimkarabekir
70,Karaman,1884,Başyayla,[32.6773806504763, 36.7645279506466],karaman-basyayla
70,Karaman,1983,Sarıveliler,[32.5576031968407, 36.6156625530007],karaman-sariveliler
71,Kırıkkale,1268,Delice,[34.0031743221725, 39.9615802922157],kirikkale-delice
71,Kırıkkale,1463,Keskin,[33.6888492114962, 39.6469479824629],kirikkale-keskin
71,Kırıkkale,1469,Kırıkkale Merkez,[33.5621456649783, 39.8535849624119],kirikkale-kirikkale-merkez
71,Kırıkkale,1638,Sulakyurt,[33.7576466138251, 40.1897740760724],kirikkale-sulakyurt
71,Kırıkkale,1880,Bahşili,[33.3748143541253, 39.7237606970856],kirikkale-bahsili
71,Kırıkkale,1882,Balışeyh,[33.7543720642321, 39.9497310329478],kirikkale-baliseyh
71,Kırıkkale,1901,Çelebi,[33.4886182492889, 39.4822769092138],kirikkale-celebi
71,Kırıkkale,1954,Karakeçili,[33.3709145665707, 39.5715661250795],kirikkale-karakecili
71,Kırıkkale,1992,Yahşihan,[33.4247047249455, 39.9031771512296],kirikkale-yahsihan
72,Batman,1174,Batman Merkez,[41.1735837665978, 37.8611145264483],batman-batman-merkez
72,Batman,1184,Beşiri,[41.4299717338179, 37.8711439864129],batman-besiri
72,Batman,1345,Gercüş,[41.3343228626604, 37.6229184851627],batman-gercus
72,Batman,1487,Kozluk,[41.4412046481478, 38.183432934571],batman-kozluk
72,Batman,1607,Sason,[41.419518560576, 38.3961125238396],batman-sason
72,Batman,1941,Hasankeyf,[41.3546488084667, 37.6978265],batman-hasankeyf
73,Şırnak,1189,Beytüşşebap,[43.1463179751037, 37.6034888586706],sirnak-beytussebap
73,Şırnak,1223,Cizre,[42.1658098354486, 37.3139759665611],sirnak-cizre
73,Şırnak,1403,İdil,[41.8103780807777, 37.292229592275],sirnak-idil
73,Şırnak,1623,Silopi,[42.4897521700043, 37.2644107395348],sirnak-silopi
73,Şırnak,1661,Şırnak Merkez,[42.4430275983822, 37.5456475782512],sirnak-sirnak-merkez
73,Şırnak,1698,Uludere,[42.916921826969, 37.425971621289],sirnak-uludere
73,Şırnak,1931,Güçlükonak,[41.9779436216644, 37.5313680244089],sirnak-guclukonak
74,Bartın,1172,Bartın Merkez,[32.4072969394862, 41.5691945935081],bartin-bartin-merkez
74,Bartın,1496,Kurucaşile,[32.6615558669799, 41.786091826531],bartin-kurucasile
74,Bartın,1701,Ulus,[32.6502078651322, 41.5433913051307],bartin-ulus
74,Bartın,1761,Amasra,[32.4713975666596, 41.7353851303615],bartin-amasra
75,Ardahan,1144,Ardahan Merkez,[42.7292254780257, 41.0669160115695],ardahan-ardahan-merkez
